id	source_xpath	source_line	source_value	status	FHIR_targets	rule
amb-map-0254	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:telecom[1]/@use	426	WP	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/telecom/0/use	CDA contact use
amb-map-0255	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:telecom[1]/@value	426	tel:+74954342582	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/telecom/0/value; Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0256	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/cda:streetAddressLine[1]/text()	430	г Москва, ул Миклухо-Маклая, д 10	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/text	copy
amb-map-0257	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/address:stateCode[1]/@code	432	77	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/0/code; Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0258	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystem	432	1.2.643.5.1.13.13.99.2.206	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/0/system; Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0259	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemName	432	Субъекты Российской Федерации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0260	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/address:stateCode[1]/@displayName	432	г. Москва	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/0/display; Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0261	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemVersion	432	6.5	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/0/valueCodeableConcept/coding/1/version	NSI edition belongs to source OID coding
amb-map-0262	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/cda:postalCode[1]/text()	434	117198	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/postalCode	copy
amb-map-0263	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/fias:Address[1]/fias:AOGUID[1]/text()	438	1dec06af-f015-425b-be4b-253fab5d7ccb	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/1/extension/0/valueIdentifier/value	copy
amb-map-0264	/cda:ClinicalDocument[1]/cda:participant[2]/cda:associatedEntity[1]/cda:scopingOrganization[1]/cda:addr[1]/fias:Address[1]/fias:HOUSEGUID[1]/text()	440	b1adc7d0-8160-47d0-9903-d794b72078f6	mapped	Organization/bf4ab503-064e-5e99-b244-f5475fc8d44c#/contact/0/address/extension/1/extension/1/valueIdentifier/value	copy
amb-map-0265	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:id[1]/@root	451	1.2.643.5.1.13.3.25.77.50.100.1.1.51	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/identifier/0/system	OID namespace -> URI
amb-map-0266	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:id[1]/@extension	451	659481548	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/identifier/0/value	copy
amb-map-0267	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:id[2]/@root	453	1.2.643.5.1.13.13.17.1.1	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/identifier/1/system	OID namespace -> URI
amb-map-0268	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:id[2]/@extension	453	177.77.23.05.314159200	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/identifier/1/value	copy
amb-map-0269	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:code[1]/@code	455	3	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/type/coding/0/code	copy
amb-map-0270	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:code[1]/@codeSystem	455	1.2.643.5.1.13.13.11.1522	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/type/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0271	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:code[1]/@codeSystemName	455	Виды медицинской документации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0272	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:code[1]/@displayName	455	Направление на госпитализацию, восстановительное лечение, обследование, консультацию	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/type/coding/0/display	copy
amb-map-0273	/cda:ClinicalDocument[1]/cda:inFulfillmentOf[1]/cda:order[1]/cda:code[1]/@codeSystemVersion	455	7.19	mapped	DocumentReference/596e47e5-4e50-5f3c-9a00-2b37f678f7ce#/type/coding/0/version	copy
amb-map-0274	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:code[1]/@code	463	1	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/code/coding/0/code	copy
amb-map-0275	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:code[1]/@codeSystem	463	1.2.643.5.1.13.13.99.2.726	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0276	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:code[1]/@codeSystemName	463	Типы документированных событий	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0277	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:code[1]/@displayName	463	Консультация	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/code/coding/0/display	copy
amb-map-0278	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:code[1]/@codeSystemVersion	463	3.31	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/code/coding/0/version	copy
amb-map-0279	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:effectiveTime[1]/cda:low[1]/@value	467	202305021530+0300	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/occurrencePeriod/start	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0280	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:effectiveTime[1]/cda:high[1]/@value	469	202305021545+0300	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/occurrencePeriod/end	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0281	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceForm[1]/@code	472	1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/priority/coding/0/code	copy
amb-map-0282	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceForm[1]/@codeSystem	472	1.2.643.5.1.13.13.11.1551	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/priority/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0283	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceForm[1]/@codeSystemName	472	Формы оказания медицинской помощи	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0284	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceForm[1]/@displayName	472	плановая	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/priority/coding/0/display	copy
amb-map-0285	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceForm[1]/@codeSystemVersion	472	1.1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/priority/coding/0/version	copy
amb-map-0286	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceType[1]/@code	474	2	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/serviceType/0/concept/coding/0/code	copy
amb-map-0287	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceType[1]/@codeSystem	474	1.2.643.5.1.13.13.11.1034	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/serviceType/0/concept/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0288	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceType[1]/@codeSystemName	474	Виды медицинской помощи	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0289	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceType[1]/@displayName	474	Первичная врачебная медико-санитарная помощь	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/serviceType/0/concept/coding/0/display	copy
amb-map-0290	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceType[1]/@codeSystemVersion	474	4.2	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/serviceType/0/concept/coding/0/version	copy
amb-map-0291	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceCond[1]/@code	476	2	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/class/0/coding/0/code	copy
amb-map-0292	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceCond[1]/@codeSystem	476	1.2.643.5.1.13.13.99.2.322	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/class/0/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0293	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceCond[1]/@codeSystemName	476	Условия оказания медицинской помощи	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0294	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceCond[1]/@displayName	476	Амбулаторно, в том числе на дому при вызове медицинского работника	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/class/0/coding/0/display	copy
amb-map-0295	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/medService:serviceCond[1]/@codeSystemVersion	476	2.1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/class/0/coding/0/version	copy
amb-map-0296	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/@typeCode	478	PPRF	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/performer/0/function/coding/0/code	copy
amb-map-0297	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:id[1]/@root	482	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.70	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/identifier/0/system	OID namespace -> URI
amb-map-0298	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:id[1]/@extension	482	542174	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/identifier/0/value	copy
amb-map-0299	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@code	484	34	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/0/code; PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0300	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystem	484	1.2.643.5.1.13.13.11.1002	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/0/system; PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0301	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystemName	484	Должности медицинских и фармацевтических работников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0302	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@displayName	484	Врач-кардиолог	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/0/display; PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0303	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:code[1]/@codeSystemVersion	484	9.3	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/code/0/coding/1/version	NSI edition belongs to source OID coding
amb-map-0304	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:telecom[1]/@value	486	tel:+74957443256	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/contact/0/telecom/0/value; PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0305	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:telecom[1]/@use	486	WP	mapped	PractitionerRole/e3af0097-4771-57e4-aed6-ad982a926ba9#/contact/0/telecom/0/use	CDA contact use
amb-map-0306	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/cda:family[1]/text()	492	Смирнов	mapped	Practitioner/99124107-e67f-54f2-b1e8-161373364894#/name/0/family	copy
amb-map-0307	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/cda:given[1]/text()	494	Александр	mapped	Practitioner/99124107-e67f-54f2-b1e8-161373364894#/name/0/given/0	copy
amb-map-0308	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/identity:Patronymic[1]/text()	496	Игоревич	mapped	Practitioner/99124107-e67f-54f2-b1e8-161373364894#/name/0/given/1	copy
amb-map-0309	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/@classCode	500	ORG	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0310	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:id[1]/@root	502	1.2.643.5.1.13.13.12.2.77.7831	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/identifier/0/value	FRMO organization OID
amb-map-0311	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:id[1]/@extension	502	1.2.643.5.1.13.13.12.2.77.7831.0.107531	mapped	Organization/70c5ad7b-ea10-58b9-b492-da620f7f7407#/identifier/0/value	FRMO department OID
amb-map-0312	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:name[1]/text()	504	"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 64 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/name	copy
amb-map-0313	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:telecom[1]/@use	506	WP	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/telecom/0/use	CDA contact use
amb-map-0314	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:telecom[1]/@value	506	tel:+74953754826	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/telecom/0/value; Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0315	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/cda:streetAddressLine[1]/text()	510	г Москва, ул Ладожская, д 4-6 стр 1	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/text	copy
amb-map-0316	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@code	512	77	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/0/code; Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0317	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystem	512	1.2.643.5.1.13.13.99.2.206	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/0/system; Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0318	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemName	512	Субъекты Российской Федерации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0319	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@displayName	512	г. Москва	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/0/display; Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0320	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemVersion	512	6.5	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/0/valueCodeableConcept/coding/1/version	NSI edition belongs to source OID coding
amb-map-0321	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/cda:postalCode[1]/text()	514	105005	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/postalCode	copy
amb-map-0322	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/fias:Address[1]/fias:AOGUID[1]/text()	518	212d3123-9c4d-4579-b31a-b5c6e9632b04	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/1/extension/0/valueIdentifier/value	copy
amb-map-0323	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[1]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/fias:Address[1]/fias:HOUSEGUID[1]/text()	520	e59f1e55-75c8-4037-9615-ed7ce751b745	mapped	Organization/6fc10948-d46f-5107-a598-ccf93da76fd0#/contact/0/address/extension/1/extension/1/valueIdentifier/value	copy
amb-map-0324	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/@typeCode	527	SPRF	mapped	Procedure/7a5cf00b-2418-5f0f-a7b6-592c2bce2b15#/performer/1/function/coding/0/code	copy
amb-map-0325	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:id[1]/@root	531	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.70	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/identifier/0/system	OID namespace -> URI
amb-map-0326	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:id[1]/@extension	531	542174	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/identifier/0/value	copy
amb-map-0327	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:code[1]/@code	533	159	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/0/code; PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0328	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:code[1]/@codeSystem	533	1.2.643.5.1.13.13.11.1002	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/0/system; PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0329	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:code[1]/@codeSystemVersion	533	9.3	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/1/version	NSI edition belongs to source OID coding
amb-map-0330	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:code[1]/@codeSystemName	533	Должности медицинских и фармацевтических работников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0331	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:code[1]/@displayName	533	Медицинская сестра	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/0/display; PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/code/0/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0332	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:telecom[1]/@use	535	WP	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/contact/0/telecom/0/use	CDA contact use
amb-map-0333	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:telecom[1]/@value	535	tel:+74957443255	mapped	PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/contact/0/telecom/0/value; PractitionerRole/d88a7406-3a8b-5684-ad76-0cc03bb9ce65#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0334	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/cda:family[1]/text()	541	Иванова	mapped	Practitioner/5c6d7c30-160e-5bca-ae8f-cd50e66835fd#/name/0/family	copy
amb-map-0335	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/cda:given[1]/text()	543	Татьяна	mapped	Practitioner/5c6d7c30-160e-5bca-ae8f-cd50e66835fd#/name/0/given/0	copy
amb-map-0336	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:assignedPerson[1]/cda:name[1]/identity:Patronymic[1]/text()	545	Михайловна	mapped	Practitioner/5c6d7c30-160e-5bca-ae8f-cd50e66835fd#/name/0/given/1	copy
amb-map-0337	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/@classCode	549	ORG	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0338	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:id[1]/@root	551	1.2.643.5.1.13.13.12.2.77.7831	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/identifier/0/value	FRMO organization OID
